:START_ID(Point),:END_ID(Point),distance:double
"35.931671 -93.497267","35.931891 -93.497278",0.02447
"35.931859 -93.488169","35.93195 -93.491002",0.25511
"35.93232 -93.687817","35.932379 -93.687527",0.02691
"35.932481 -93.684319","35.932551 -93.6844",0.01066
"35.93262 -93.768798","35.933468 -93.768981",0.09566
"35.932749 -93.48641","35.933167 -93.486168",0.0513
"35.933908 -93.770831","35.933999 -93.770799",0.01051
"35.934047 -93.770751","35.934659 -93.769351",0.14315
"35.934181 -93.639569","35.934342 -93.639602",0.01814
"35.93483 -93.48597","35.934948 -93.485938",0.01343
"35.935109 -93.674567","35.935378 -93.67711",0.23075
"35.93571 -93.730807","35.936627 -93.731188",0.10751
"35.936112 -93.682699","35.936252 -93.682758",0.01644
"35.938441 -93.489639","35.938602 -93.489677",0.01821
"35.938602 -93.489677","35.938752 -93.489741",0.01764
"35.939449 -93.6766","35.939599 -93.676568",0.01692
"35.939728 -93.74042","35.939851 -93.740978",0.05203
"35.940157 -93.77957","35.940431 -93.779307",0.03856
"35.940377 -93.489489","35.940668 -93.489592",0.03364
"35.940511 -93.746268","35.940678 -93.746327",0.0193
"35.940978 -93.747619","35.941032 -93.747711",0.01022
"35.94115 -93.685221","35.941241 -93.68528",0.01142
"35.941879 -93.647788","35.941938 -93.6487",0.08231
"35.942131 -93.649982","35.942228 -93.650137",0.01763
"35.942469 -93.746568","35.942539 -93.746579",0.00784
"35.942502 -93.622119","35.942829 -93.622457",0.04738
"35.942587 -93.529588","35.943108 -93.528499",0.1138
"35.943692 -93.687179","35.948336 -93.690838",0.61211
"35.944057 -93.712118","35.944599 -93.71031",0.17345
"35.944792 -93.523741","35.945221 -93.5241",0.05758
"35.945012 -93.470799","35.94557 -93.471937",0.11969
"35.945511 -93.504397","35.945768 -93.50385",0.0569
"35.948081 -93.652149","35.94815 -93.651849",0.02806
"35.94815 -93.651849","35.948231 -93.651709",0.01548
"35.948322 -93.651629","35.949062 -93.651087",0.0956
"35.948601 -93.438409","35.94874 -93.438377",0.01571
"35.949438 -93.480938","35.949481 -93.481067",0.01255
"35.949851 -93.626727","35.950108 -93.626877",0.03159
"35.950248 -93.746917","35.950607 -93.746681",0.04519
"35.950328 -93.479908","35.95079 -93.479431",0.06691
"35.95072 -93.692709","35.951149 -93.692967",0.05302
"35.951401 -93.75108","35.95168 -93.750522",0.059
"35.951852 -93.596472","35.95306 -93.596735",0.13631
"35.95198 -93.437637","35.95198 -93.43747",0.01502
"35.952388 -93.668988","35.952453 -93.6685",0.04449
"35.953311 -93.745307","35.954491 -93.745227",0.13132
"35.953348 -93.535602","35.953729 -93.535038",0.06608
"35.953482 -93.671697","35.953601 -93.672947",0.11322
"35.953601 -93.672947","35.95403 -93.6724",0.06851
"35.953842 -93.694297","35.955419 -93.695241",0.19473
"35.953847 -93.67366","35.954491 -93.67432",0.09299
"35.954437 -93.526611","35.954588 -93.52711",0.04792
"35.954491 -93.745227","35.954722 -93.745157",0.02643
"35.954582 -93.704801","35.954781 -93.705208",0.04277
"35.954711 -93.780257","35.955972 -93.781539",0.18148
"35.955001 -93.64642","35.955328 -93.646017",0.05133
"35.955129 -93.705407","35.955221 -93.705418",0.01027
"35.95543 -93.639489","35.955486 -93.639805",0.0291
"35.955467 -93.744798","35.95631 -93.744487",0.09777
"35.955601 -93.52712","35.95573 -93.526729",0.03798
"35.955848 -93.642171","35.95588 -93.642488",0.02874
"35.9569 -93.515968","35.956991 -93.515839",0.01539
"35.956937 -93.515297","35.957372 -93.514831",0.06398
"35.95808 -93.480359","35.958498 -93.481147",0.08474
"35.958992 -93.50916","35.959072 -93.50901",0.01616
"35.959099 -93.461487","35.959319 -93.460779",0.06821
"35.959179 -93.465108","35.959378 -93.465247",0.0254
"35.959351 -93.51224","35.959432 -93.512808",0.05188
"35.959448 -93.459459","35.959469 -93.459781",0.02906
"35.959539 -93.69625","35.959872 -93.696389",0.03906
"35.96007 -93.51394","35.960108 -93.514037",0.00969
"35.960547 -93.457458","35.960762 -93.457571",0.02596
"35.960778 -93.476507","35.961679 -93.476309",0.1017
"35.960859 -93.444739","35.961089 -93.445479",0.0713
"35.961352 -93.679668","35.962001 -93.680602",0.11072
"35.961712 -93.783127","35.961878 -93.783019",0.02085
"35.961862 -93.740817","35.961878 -93.740018",0.07189
"35.961872 -93.518097","35.961948 -93.517979",0.01356
"35.961942 -93.741027","35.962479 -93.741397",0.06833
"35.962092 -93.789827","35.962189 -93.79231",0.22359
"35.962098 -93.771207","35.962752 -93.77162",0.08162
"35.962581 -93.782799","35.963798 -93.782917",0.13566
"35.96302 -93.653587","35.963251 -93.653957",0.04203
"35.963208 -93.476137","35.964099 -93.476298",0.10007
"35.963541 -93.600677","35.964421 -93.599647",0.1347
"35.96419 -93.779017","35.964372 -93.778701",0.03488
"35.964678 -93.474549","35.964689 -93.474436",0.01024
"35.964898 -93.481668","35.965912 -93.482649",0.14312
"35.965992 -93.552027","35.966899 -93.551679",0.10554
"35.967392 -93.77611","35.967612 -93.776078",0.02462
"35.968058 -93.715551","35.96817 -93.71561",0.01353
"35.968058 -93.716667","35.968101 -93.716747",0.00864
"35.968551 -93.715192","35.96883 -93.71502",0.03465
"35.96883 -93.71502","35.968878 -93.714897",0.01228
"35.969238 -93.661429","35.969882 -93.66034",0.1213
"35.969882 -93.66034","35.970498 -93.659659",0.09185
"35.970311 -93.516418","35.970842 -93.516392",0.05905
"35.970681 -93.700697","35.971389 -93.701067",0.08542
"35.971502 -93.719349","35.971652 -93.717901",0.13129
"35.971582 -93.701158","35.97177 -93.701239",0.02213
"35.972108 -93.445377","35.973181 -93.446847",0.17803
"35.925818 -93.624431","35.925899 -93.624597",0.01744
"35.926709 -93.73084","35.927428 -93.730689",0.08105
"35.927052 -93.722568","35.927331 -93.723238",0.06779
"35.927202 -93.75668","35.927551 -93.75668",0.03878
"35.927781 -93.538727","35.928179 -93.53881",0.04485
"35.927808 -93.605838","35.927948 -93.605892",0.0163
"35.927851 -93.466899","35.928109 -93.466701",0.03376
"35.927948 -93.605892","35.928372 -93.605929",0.04723
"35.928431 -93.466079","35.928431 -93.465027",0.09466
"35.928747 -93.757259","35.928892 -93.757388",0.01986
"35.930051 -93.764297","35.930061 -93.76492",0.05607
"35.930432 -93.766341","35.930721 -93.767189",0.08279
"35.931209 -93.72533","35.931267 -93.725367",0.00725
"35.93122 -93.496999","35.931429 -93.497171",0.02791
"35.93136 -93.4354","35.933511 -93.435668",0.24024
"35.93174 -93.487177","35.93181 -93.486979",0.01944
"35.932551 -93.6844","35.932588 -93.684459",0.00671
"35.933951 -93.650931","35.934058 -93.651098",0.01916
"35.934391 -93.607791","35.934718 -93.607978",0.04004
"35.935142 -93.655598","35.935378 -93.656859",0.11645
"35.93711 -93.681777","35.937598 -93.682608",0.09236
"35.937319 -93.712359","35.93763 -93.712378",0.0346
"35.937572 -93.605119","35.937829 -93.603011",0.1918
"35.93792 -93.679792","35.938489 -93.680377",0.08227
"35.938012 -93.602651","35.938848 -93.601541",0.1364
"35.938682 -93.677641","35.939111 -93.676879",0.0835
"35.938848 -93.601541","35.93975 -93.60138",0.10128
"35.940919 -93.676707","35.941659 -93.675699",0.12242
"35.941852 -93.605999","35.943011 -93.604786",0.16881
"35.941949 -93.494548","35.942818 -93.494752",0.0983
"35.942367 -93.746627","35.942469 -93.746568",0.01252
"35.94241 -93.661907","35.942459 -93.663232",0.11933
"35.943521 -93.602088","35.943617 -93.601809",0.02727
"35.94402 -93.779838","35.944202 -93.779677",0.02488
"35.944111 -93.50466","35.945511 -93.504397",0.15736
"35.944235 -93.501505","35.944272 -93.500728",0.07002
"35.944948 -93.470091","35.944991 -93.469979",0.01115
"35.945898 -93.468765","35.946123 -93.468402",0.04113
"35.945929 -93.465971","35.946241 -93.466798",0.08208
"35.94697 -93.73025","35.947399 -93.730587",0.0565
"35.948327 -93.596761","35.948418 -93.596681",0.01241
"35.948638 -93.704817","35.949169 -93.704441",0.06801
"35.949389 -93.480729","35.949438 -93.480938",0.01957
"35.949422 -93.48038","35.94947 -93.48015",0.02137
"35.949899 -93.747298","35.950248 -93.746917",0.05176
"35.952501 -93.778899","35.953257 -93.778991",0.08442
"35.954921 -93.479415","35.95587 -93.479597",0.10672
"35.955199 -93.638867","35.955982 -93.638572",0.09097
"35.95573 -93.526729","35.955821 -93.526268",0.04268
"35.955837 -93.705149","35.955988 -93.705037",0.01957
"35.956792 -93.515989","35.9569 -93.515968",0.01215
"35.956948 -93.524068","35.957452 -93.523247",0.09269
"35.957452 -93.523247","35.957989 -93.522287",0.10497
"35.957801 -93.678231","35.958391 -93.67822",0.06557
"35.958241 -93.521568","35.958648 -93.52101",0.06756
"35.95828 -93.672355","35.960767 -93.671869",0.2798
"35.958498 -93.481147","35.959818 -93.481759",0.15667
"35.958777 -93.509461","35.958809 -93.509257",0.01869
"35.958949 -93.678617","35.95941 -93.678799",0.05378
"35.959512 -93.458697","35.959598 -93.458381",0.02999
"35.960719 -93.785557","35.96095 -93.785621",0.02631
"35.961642 -93.516638","35.961722 -93.517642",0.09074
"35.961878 -93.783019","35.962302 -93.782837",0.04988
"35.962039 -93.789419","35.962092 -93.789827",0.03717
"35.962141 -93.687887","35.962162 -93.687769",0.01087
"35.962178 -93.795647","35.962189 -93.795958",0.028
"35.963551 -93.550761","35.963852 -93.551099",0.0452
"35.963932 -93.741939","35.964447 -93.741638",0.06331
"35.964131 -93.779329","35.96419 -93.779017",0.02882
"35.964319 -93.47235","35.964523 -93.473613",0.11584
"35.964522 -93.454191","35.966502 -93.45395",0.22109
"35.96463 -93.723131","35.964742 -93.722702",0.04054
"35.965601 -93.71546","35.96567 -93.71546",0.00767
"35.966212 -93.667711","35.966561 -93.667829",0.04021
"35.966309 -93.476191","35.968299 -93.475268",0.23621
"35.9664 -93.715927","35.967269 -93.71488",0.13488
"35.966899 -93.774881","35.966942 -93.775847",0.08701
"35.968739 -93.551561","35.96913 -93.551668",0.0445
"35.969592 -93.737851","35.96978 -93.737668",0.0266
"35.969608 -93.47537","35.970702 -93.476078",0.13724
"35.970842 -93.516392","35.97163 -93.516531",0.08845
"35.97148 -93.674138","35.971502 -93.673928",0.01904
"35.971502 -93.596751","35.97266 -93.59674",0.12869
"35.971748 -93.686411","35.973921 -93.68609",0.24319
"35.97222 -93.47787","35.972338 -93.478009",0.01812
"35.972338 -93.549098","35.97324 -93.547661",0.16355
"35.97317 -93.773927","35.974559 -93.773782",0.1549
"35.97368 -93.597888","35.974189 -93.598119",0.06026
"35.973942 -93.670538","35.974141 -93.669959",0.05657
"35.974232 -93.604411","35.97427 -93.603569",0.07584
"35.974248 -93.783228","35.974618 -93.785138",0.17662
"35.974302 -93.702038","35.975101 -93.702247",0.09076
"35.975659 -93.450731","35.976169 -93.450677",0.05688
"35.975922 -93.6964","35.976029 -93.69662",0.02308
"35.977751 -93.69978","35.977917 -93.699828",0.01895
"35.97884 -93.702682","35.980621 -93.702591",0.19808
"35.979478 -93.528258","35.979489 -93.52837",0.01015
"35.979688 -93.655368","35.9798 -93.655689",0.03143
"35.980035 -93.709151","35.9806 -93.709178",0.06283
"35.980515 -93.633948","35.98125 -93.63452",0.09652
"35.980659 -93.475257","35.981152 -93.474737",0.07203
"35.981748 -93.44534","35.981769 -93.445549",0.01894
"35.981748 -93.446397","35.981769 -93.445549",0.07629
"35.98193 -93.478857","35.982128 -93.479238",0.04072
"35.982568 -93.470719","35.982751 -93.470467",0.03045
"35.983362 -93.615537","35.983421 -93.61382",0.15453
"35.983448 -93.70936","35.983942 -93.7095",0.05632
"35.98362 -93.61212","35.983888 -93.611288",0.08052
"35.983818 -93.789848","35.984199 -93.789768",0.04295
"35.985331 -93.730201","35.98693 -93.72805",0.26264
"35.985648 -93.500191","35.985862 -93.499757",0.0457
"35.986058 -93.602236","35.986157 -93.603515",0.11553
"35.986281 -93.48899","35.986801 -93.48972",0.08745
"35.986479 -93.635369","35.986881 -93.635691",0.05323
"35.98694 -93.544458","35.987268 -93.544228",0.04191
"35.987718 -93.727208","35.987922 -93.727208",0.02267
"35.987868 -93.703277","35.988099 -93.703277",0.02567
"35.925979 -93.581768","35.92644 -93.58224",0.06655
"35.926398 -93.73077","35.926709 -93.73084",0.03513
"35.926709 -93.5004","35.927132 -93.499558",0.08916
"35.926821 -93.725089","35.926837 -93.724789",0.02705
"35.92747 -93.582878","35.927867 -93.583061",0.04709
"35.927798 -93.644247","35.928028 -93.644397",0.0289
"35.927819 -93.718571","35.927889 -93.718249",0.03
"35.928318 -93.466492","35.928398 -93.466342",0.01616
"35.929487 -93.75822","35.930158 -93.758971",0.10063
"35.930008 -93.49716","35.930308 -93.49598",0.11129
"35.930169 -93.763799","35.930989 -93.762291",0.16345
"35.930582 -93.759689","35.931172 -93.761739",0.19577
"35.930711 -93.64664","35.931059 -93.647637",0.09769
"35.930759 -93.629817","35.930812 -93.629989",0.01656
"35.930888 -93.633347","35.930898 -93.633137",0.01893
"35.930888 -93.76757","35.931048 -93.76779",0.02661
"35.930957 -93.713421","35.931231 -93.713319",0.0318
"35.93357 -93.727192","35.934718 -93.727412",0.1291
"35.935152 -93.489049","35.935469 -93.488958",0.03617
"35.935201 -93.514299","35.935458 -93.51438",0.02947
"35.935678 -93.673","35.935898 -93.671981",0.09489
"35.935789 -93.666059","35.936349 -93.668752",0.25017
"35.935898 -93.671981","35.936199 -93.671301",0.06973
"35.936161 -93.514487","35.936332 -93.514578",0.02069
"35.936558 -93.6069","35.937572 -93.605119",0.1959
"35.93755 -93.610838","35.937749 -93.611449",0.05925
"35.937829 -93.603011","35.938012 -93.602651",0.03824
"35.939159 -93.490031","35.939632 -93.490498",0.06729
"35.940018 -93.74652","35.940189 -93.746359",0.02389
"35.940668 -93.489592","35.941691 -93.490101",0.12256
"35.940828 -93.746439","35.940908 -93.74659",0.01624
"35.941209 -93.795701","35.94152 -93.795647",0.0349
"35.941901 -93.745871","35.942469 -93.746568",0.08897
"35.94196 -93.67454","35.94211 -93.668789",0.51768
"35.942711 -93.65334","35.942861 -93.650969",0.21396
"35.943719 -93.488958","35.944749 -93.488851",0.11486
"35.943859 -93.603267","35.943891 -93.603461",0.01781
"35.944202 -93.779677","35.944797 -93.779377",0.07142
"35.946487 -93.501618","35.946541 -93.50319",0.14155
"35.946632 -93.487767","35.947812 -93.487429",0.13461
"35.947228 -93.476647","35.947861 -93.477301",0.0917
"35.947469 -93.526498","35.947678 -93.52652",0.02331
"35.948032 -93.526487","35.948789 -93.526348",0.08505
"35.948917 -93.656092","35.94932 -93.657588",0.14184
"35.949502 -93.734037","35.949969 -93.734418",0.06219
"35.950248 -93.526471","35.95153 -93.526718",0.14418
"35.95057 -93.438109","35.950709 -93.43813",0.01556
"35.950757 -93.66357","35.951262 -93.66401",0.06867
"35.951197 -93.75292","35.95161 -93.752238",0.07662
"35.951219 -93.536267","35.951471 -93.536219",0.02833
"35.951428 -93.650717","35.952592 -93.650041",0.14293
"35.95198 -93.43747","35.952152 -93.43724",0.02817
"35.952828 -93.526348","35.953359 -93.52712",0.09113
"35.953257 -93.479999","35.953552 -93.479951",0.03307
"35.953429 -93.43584","35.95403 -93.435899",0.067
"35.95463 -93.671987","35.954958 -93.672078",0.03736
"35.955001 -93.533037","35.95543 -93.532608",0.06133
"35.955162 -93.748757","35.9555 -93.747501",0.11906
"35.955398 -93.53182","35.955489 -93.53226",0.04085
"35.955478 -93.526289","35.955548 -93.526407",0.01316
"35.955709 -93.699179","35.955762 -93.70141",0.20077
"35.956079 -93.746697","35.956149 -93.746541",0.01604
"35.956959 -93.763927","35.957167 -93.764423",0.05025
"35.957452 -93.695837","35.958348 -93.69596",0.10018
"35.957849 -93.672389","35.95801 -93.6724",0.01792
"35.957951 -93.73489","35.959088 -93.736011",0.16165
"35.958289 -93.463761","35.9583 -93.463418",0.03088
"35.959019 -93.696078","35.959539 -93.69625",0.05982
"35.959308 -93.52034","35.959448 -93.520157",0.02265
"35.959458 -93.460162","35.959469 -93.460038",0.01122
"35.959812 -93.736537","35.960301 -93.736461",0.05477
"35.959882 -93.519927","35.960998 -93.519101",0.14457
"35.960032 -93.514257","35.96014 -93.51424",0.0121
"35.960542 -93.736558","35.961159 -93.738618",0.19757
"35.961862 -93.740817","35.961942 -93.741027",0.02088
"35.96198 -93.782418","35.962049 -93.782579",0.01639
"35.962039 -93.78273","35.962049 -93.782579",0.01363
"35.962178 -93.795647","35.962269 -93.794918",0.06635
"35.962387 -93.68536","35.962398 -93.685199",0.01453
"35.962999 -93.600881","35.963278 -93.600817",0.03153
"35.963487 -93.481442","35.964898 -93.481668",0.15811
"35.963932 -93.55118","35.964227 -93.551137",0.03301
"35.964523 -93.473613","35.964689 -93.474436",0.07629
"35.964608 -93.792187","35.965118 -93.792557",0.06572
"35.964978 -93.657229","35.965472 -93.658221",0.10476
"35.965172 -93.716629","35.965268 -93.71753",0.08174
"35.966271 -93.771867","35.96677 -93.772071",0.05841
"35.967398 -93.714838","35.96751 -93.714848",0.01248
"35.967618 -93.516601","35.968782 -93.516719",0.12978
"35.968219 -93.45337","35.9692 -93.452829",0.11938
"35.968358 -93.66342","35.968401 -93.663119",0.02749
"35.968932 -93.516671","35.969222 -93.516392",0.04084
"35.969291 -93.475268","35.969608 -93.47537",0.0364
"35.969608 -93.71311","35.970311 -93.71281",0.08265
"35.970611 -93.712397","35.970638 -93.711978",0.0378
"35.971078 -93.782097","35.971239 -93.782172",0.01912
"35.97163 -93.684411","35.972129 -93.681948",0.22834
"35.971732 -93.686229","35.971748 -93.686411",0.01646
"35.973111 -93.596917","35.973218 -93.597089",0.01951
"35.973218 -93.694909","35.973502 -93.695461",0.05883
"35.974098 -93.600828","35.974382 -93.599347",0.13688
"35.974141 -93.669959","35.974152 -93.66961",0.03141
"35.974307 -93.703867","35.974388 -93.704307",0.04058
"35.974409 -93.690199","35.976539 -93.690161",0.23672
"35.974999 -93.796688","35.975047 -93.796897",0.01954
"35.975047 -93.796897","35.97545 -93.797691",0.08429
"35.975101 -93.519809","35.975621 -93.520651",0.09525
"35.975182 -93.796548","35.97545 -93.796548",0.02978
"35.976072 -93.702408","35.978658 -93.702671",0.28834
"35.976351 -93.780487","35.977 -93.780251",0.07518
"35.977499 -93.698379","35.977649 -93.698927",0.05202
"35.977622 -93.699597","35.977649 -93.698927",0.06033
"35.977842 -93.652991","35.978137 -93.653597",0.0636
"35.978159 -93.52174","35.97825 -93.521241",0.046
"35.978679 -93.52468","35.978727 -93.525179",0.04519
"35.979028 -93.530221","35.979312 -93.529341",0.0852
"35.979071 -93.652948","35.9795 -93.652541",0.0601
"35.926151 -93.625461","35.926837 -93.626351",0.11057
"35.926988 -93.724408","35.927202 -93.724038",0.04092
"35.9271 -93.627199","35.927132 -93.627129",0.00723
"35.927288 -93.627349","35.927449 -93.627628",0.03083
"35.927578 -93.689357","35.928972 -93.688777",0.16346
"35.928056 -93.717713","35.928152 -93.717407",0.02953
"35.928221 -93.434681","35.928237 -93.434676",0.00183
"35.928527 -93.757157","35.928747 -93.757259",0.02611
"35.929879 -93.460591","35.929901 -93.460291",0.02711
"35.930252 -93.71404","35.930957 -93.713421",0.09612
"35.930501 -93.688901","35.930721 -93.688799",0.02611
"35.93093 -93.683611","35.931209 -93.68366",0.03132
"35.931081 -93.494757","35.931107 -93.494537",0.02001
